real rot, expected dict rot, actual dict rot, error from real rot, error from expected rot
1.839, 1.839, 1.839, 0.0%, 0.0%
1.945, 1.945, 1.945, 0.0%, 0.0%
1.144, 1.144, 1.144, 0.0%, 0.0%
0.953, 0.953, 0.953, 0.0%, 0.0%
0.922, 0.922, 0.922, 0.0%, 0.0%
1.227, 1.227, 1.227, 0.0%, 0.0%
1.073, 1.073, 1.073, 0.0%, 0.0%
1.254, 1.254, 1.254, 0.0%, 0.0%
0.925, 0.925, 0.925, 0.0%, 0.0%
0.859, 0.859, 0.859, 0.0%, 0.0%
1.188, 1.188, 1.188, 0.0%, 0.0%
1.084, 1.084, 1.084, 0.0%, 0.0%
1.23, 1.23, 1.23, 0.0%, 0.0%
1.318, 1.318, 1.318, 0.0%, 0.0%
1.178, 1.178, 1.178, 0.0%, 0.0%
1.091, 1.091, 1.091, 0.0%, 0.0%
1.047, 1.047, 1.047, 0.0%, 0.0%
0.98, 0.98, 0.98, 0.0%, 0.0%
1.144, 1.144, 1.144, 0.0%, 0.0%
1.057, 1.057, 1.057, 0.0%, 0.0%
1.0, 1.0, 1.0, 0.0%, 0.0%
0.993, 0.993, 0.993, 0.0%, 0.0%
1.013, 1.013, 1.013, 0.0%, 0.0%
0.913, 0.913, 0.913, 0.0%, 0.0%
1.148, 1.148, 1.148, 0.0%, 0.0%
0.964, 0.964, 0.964, 0.0%, 0.0%
0.969, 0.969, 0.969, 0.0%, 0.0%
0.832, 0.832, 0.832, 0.0%, 0.0%
1.056, 1.056, 1.056, 0.0%, 0.0%
1.154, 1.154, 1.154, 0.0%, 0.0%
1.051, 1.051, 1.051, 0.0%, 0.0%
0.775, 0.775, 0.775, 0.0%, 0.0%
0.91, 0.91, 0.91, 0.0%, 0.0%
1.101, 1.101, 1.101, 0.0%, 0.0%
1.331, 1.331, 1.331, 0.0%, 0.0%
1.062, 1.062, 1.062, 0.0%, 0.0%
0.954, 0.954, 0.954, 0.0%, 0.0%
0.831, 0.831, 0.831, 0.0%, 0.0%
0.889, 0.889, 0.889, 0.0%, 0.0%
1.007, 1.007, 1.007, 0.0%, 0.0%
1.153, 1.153, 1.153, 0.0%, 0.0%
1.185, 1.185, 1.185, 0.0%, 0.0%
1.034, 1.034, 1.034, 0.0%, 0.0%
0.955, 0.955, 0.955, 0.0%, 0.0%
0.937, 0.937, 0.937, 0.0%, 0.0%
1.048, 1.048, 1.048, 0.0%, 0.0%
0.98, 0.98, 0.98, 0.0%, 0.0%
1.218, 1.218, 1.218, 0.0%, 0.0%
0.952, 0.952, 0.952, 0.0%, 0.0%
0.968, 0.968, 0.968, 0.0%, 0.0%
0.941, 0.941, 0.941, 0.0%, 0.0%
0.976, 0.976, 0.976, 0.0%, 0.0%
1.062, 1.062, 1.062, 0.0%, 0.0%
1.255, 1.255, 1.255, 0.0%, 0.0%
1.191, 1.191, 1.191, 0.0%, 0.0%
1.099, 1.099, 1.099, 0.0%, 0.0%
1.144, 1.144, 1.144, 0.0%, 0.0%
1.099, 1.099, 1.099, 0.0%, 0.0%
0.778, 0.778, 0.778, 0.0%, 0.0%
1.108, 1.108, 1.108, 0.0%, 0.0%
1.038, 1.038, 1.038, 0.0%, 0.0%
1.127, 1.127, 1.127, 0.0%, 0.0%
0.934, 0.934, 0.934, 0.0%, 0.0%
1.201, 1.201, 1.201, 0.0%, 0.0%
1.183, 1.183, 1.183, 0.0%, 0.0%
0.853, 0.853, 0.853, 0.0%, 0.0%
Average error from real rotations: 0.0%
Average error from expected rotations: 0.0%
